datetime,use_m2,FurnaceHRV_m2,CellarOutlets_m2,WashingMachine_m2,FridgeRange_m2,DisposalDishwasher_m2,KitchenLights_m2,BedroomOutlets_m2,BedroomLights_m2,MasterOutlets_m2,MasterLights_m2,DuctHeaterHRV_m2,use_m3,ElectricRange_m3,Dryer_m3,GarageMudroomLights_m3,DiningRoomOutlets_m3,MudroomOutlets_m3,MasterBathOutlets_m3,GarageOutlets_m3,BasementOutdoorOutlets_m3,use_m4,KitchenDenLights_m4,MasterBedBathLights_m4,MasterOutlets_m4,DenOutdoorLights_m4,DenOutlets_m4,RearBasementLights_m4,KitchenOutletsEast_m4,KitchenOutletsSouth_m4,DishwasherDisposalSinkLight_m4,Refrigerator_m4,Microwave_m4,OfficeLights_m4,temperature,humidity,visibility,apparenttemperature,pressure,windspeed,cloudcover,windbearing,precipintensity,dewpoint,precipprobability,icon
2016-01-01 00:00:00,0.3365938909999999,0.094028334,0.142356111,0.000129445,0.002083334,8.7778e-05,2.6111e-05,0.028586110999999997,0.009375000000000001,0.031583889,0.028291667,4.6111e-05,4.295899994,0.2335,0.20303333399999998,0.221116666,0.120166667,2.835549998,0.287066672,0.360816664,0.034649993,0.94622889,0.030468889,0.035306667,0.08449111200000001,0.0019177789999999999,0.009376667,0.007679999999999999,0.014947778,0.022907777,0.008633333,0.435693334,0.019008888,0.27579666599999997,34.98,0.63,10.0,27.95,1016.8,8.95,,275.0,0.0,23.79,0.0,clear-night
2016-01-01 01:00:00,0.319926111,0.082646112,0.13666277799999998,0.000147222,0.002108333,5.4444e-05,1.7778e-05,0.028693889,0.009391111,0.031754444,0.028411111000000003,3.8889e-05,1.6518333379999999,0.233016666,0.20446667,0.225066665,0.113766667,0.179583334,0.291916676,0.36885,0.03516666,0.903014442,0.030448888,0.019938889,0.061556666999999995,0.001997777,0.009494445,0.007708889,0.01478,0.022984444,0.008638888,0.430306666,0.019132222,0.276026667,34.82,0.64,9.88,27.36,1016.23,9.71,0.92,273.0,0.0,23.76,0.0,partly-cloudy-night
2016-01-01 02:00:00,0.282695555,0.049963889,0.13163555500000002,5.1667000000000005e-05,0.002127778,3.5000000000000004e-05,1.6111e-05,0.028856111,0.009423889,0.031946667,0.028603888,3.5e-05,1.6578333379999999,0.23549999800000002,0.204133331,0.226933334,0.113683337,0.179150003,0.292433337,0.370316669,0.035683329,0.805883331,0.030535556,0.021375555,0.037206666,0.002007777,0.00957,0.0077599999999999995,0.014738888,0.023178889,0.00869111,0.35969889,0.019157778,0.271962222,34.07,0.65,10.0,27.58,1016.02,7.65,,273.0,0.0,23.6,0.0,clear-night
2016-01-01 03:00:00,0.317359444,0.086311111,0.129826111,0.000110556,0.002121111,5.7222e-05,1.9445e-05,0.028873888,0.009447222,0.031937778,0.028614444000000003,4.0556e-05,1.656983335,0.235250003,0.203866665,0.228033334,0.112849999,0.178783331,0.292283336,0.37023333599999997,0.035683331,0.753014445,0.030537778,0.018671111,0.035268889,0.002001111,0.00956889,0.007760001,0.014677778,0.023224444,0.008705556,0.309882221,0.019092221,0.273624445,34.02,0.67,9.93,28.55,1015.99,6.12,,272.0,0.0,24.19,0.0,clear-night
2016-01-01 04:00:00,1.042109997,0.800256666,0.138383888,0.002140555,0.001884444,0.000427778,0.000111111,0.028740555,0.009511111,0.031687222,0.028787778,0.000178889,1.656766657,0.23465,0.204116665,0.225916666,0.114333337,0.179999995,0.29231667,0.369949999,0.035483324999999996,0.852534446,0.030501111,0.018676667,0.034315556000000004,0.002001111,0.009503333,0.007736667,0.014761112,0.023227778,0.008668888,0.41178333300000003,0.019154445,0.27220444499999996,34.0,0.68,10.0,27.42,1015.58,7.78,0.75,260.0,0.0,24.48,0.0,partly-cloudy-night
2016-01-01 05:00:00,1.3495205570000004,1.120961667,0.12493,0.002986667,0.001757223,0.000605555,0.000165556,0.028490556,0.009505556,0.031264444,0.028613889,0.000239444,1.649849988,0.2326,0.204249999,0.225049999,0.113133327,0.179683334,0.292566668,0.36736666700000004,0.035199994,0.847671109,0.030333333,0.018555556,0.034407777,0.001977778,0.009339999,0.007656667,0.01466111,0.023022223,0.008665555,0.40693999999999997,0.018957777,0.273153334,33.92,0.68,10.0,28.43,1015.41,6.11,,269.0,0.0,24.55,0.0,clear-night
2016-01-01 06:00:00,1.328882221,1.109412778,0.116137778,0.002977222,0.00175,0.000624445,0.00017388800000000003,0.028491111,0.009484444,0.031123888000000002,0.028464445,0.000242222,1.64908333,0.23576666300000002,0.203150002,0.22416666700000001,0.112350003,0.179733333,0.292466665,0.366300001,0.035149995999999996,1.052652224,0.063124444,0.01869,0.034351111000000004,0.001682223,0.186341111,0.007706667,0.014625555,0.022912223000000002,0.008667778000000001,0.40307666600000003,0.018894445,0.272580001,33.99,0.68,10.0,27.9,1015.39,7.0,,257.0,0.0,24.45,0.0,clear-night
2016-01-01 07:00:00,1.102797224,0.882386667,0.117629444,0.002248334,0.001798334,0.0005566670000000001,0.000149444,0.028647778,0.009471112,0.031226111,0.028476111,0.000207222,1.664033337,0.24846667,0.197933335,0.230749999,0.111666668,0.180166671,0.292566668,0.366966667,0.035516659,1.781654445,0.15866444400000002,0.018814444,0.032664445,0.00134,0.815472222,0.008023333,0.014504445000000001,0.023011111,0.008676666,0.37056889000000004,0.01898,0.310934445,33.85,0.68,10.0,27.41,1015.57,7.5,0.92,269.0,0.0,24.42,0.0,partly-cloudy-night
2016-01-01 08:00:00,0.43674944399999993,0.221429444,0.115846667,0.00052,0.0018411109999999999,0.000506666,0.000112223,0.028269444,0.009322778,0.030760555000000002,0.028002778,0.000137778,83.037866675,80.554283333,0.101549999,0.91295,0.486866667,0.180400003,0.302850005,0.471250004,0.027716664,4.29075222,0.447776667,0.018996667000000002,0.032799999,0.001493333,1.543678889,0.011224444,0.956523332,0.472981111,0.066583333,0.372892223,0.018657778,0.347144444,33.89,0.68,10.0,27.96,1015.29,6.73,,260.0,0.0,24.4,0.0,clear-day
2016-01-01 09:00:00,0.27940055399999997,0.077156111,0.111224445,7.500000000000001e-05,0.001971667,0.000268333,3.9445e-05,0.022029444,0.011891665999999999,0.025282777,0.02937,9.1666e-05,8.951950004,0.350416671,0.188166666,0.221733332,1.645150003,5.973400003,0.286150003,0.252549995,0.034383331,3.289785555,0.480573334,0.08575111099999999,0.034824443999999996,0.00079889,1.656261112,0.008371111,0.186234444,0.023386666,0.062715556,0.303072222,0.018672221,0.429124444,34.25,0.67,10.0,28.85,1015.36,6.08,0.31,275.0,0.0,24.36,0.0,partly-cloudy-day
