datetime,use_m2,FurnaceHRV_m2,CellarOutlets_m2,WashingMachine_m2,FridgeRange_m2,DisposalDishwasher_m2,KitchenLights_m2,BedroomOutlets_m2,BedroomLights_m2,MasterOutlets_m2,MasterLights_m2,DuctHeaterHRV_m2,use_m3,ElectricRange_m3,Dryer_m3,GarageMudroomLights_m3,DiningRoomOutlets_m3,MudroomOutlets_m3,MasterBathOutlets_m3,GarageOutlets_m3,BasementOutdoorOutlets_m3,use_m4,KitchenDenLights_m4,MasterBedBathLights_m4,MasterOutlets_m4,DenOutdoorLights_m4,DenOutlets_m4,RearBasementLights_m4,KitchenOutletsEast_m4,KitchenOutletsSouth_m4,DishwasherDisposalSinkLight_m4,Refrigerator_m4,Microwave_m4,OfficeLights_m4,temperature,humidity,visibility,apparenttemperature,pressure,windspeed,cloudcover,windbearing,precipintensity,dewpoint,precipprobability,icon
2014-01-01 00:00:00,1.469134445,0.377496111,0.119343333,0.011365,0.10103000000000001,0.010980555999999999,0.017353888999999997,0.041022223,0.013768333,0.09824,0.020277221999999998,0.6582577780000001,0.042693889,0.0059050000000000005,0.010671667,0.026117222000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.53,10.0,3.95,1022.69,11.23,0.0,271.0,0.0,2.41,0.0,clear-night
2014-01-01 01:00:00,1.3920400000000002,0.31693333300000004,0.118440556,0.011306667,0.096867222,0.010955,0.0062450000000000006,0.041022222,0.009745555,0.104162222,0.020178334,0.656183889,0.042629443999999996,0.005933889,0.01061,0.026085555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.19,0.52,10.0,4.18,1022.58,9.92,0.02,268.0,0.0,1.68,0.0,clear-night
2014-01-01 02:00:00,1.2429583329999998,0.223644444,0.084956111,0.011171667,0.086713889,0.010858333000000001,0.006229999999999999,0.040796111,0.009681111,0.097835,0.020004445000000003,0.651067222,0.042427778,0.006000556,0.010637222,0.02579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.69,0.55,10.0,4.41,1023.61,8.72,0.0,266.0,0.0,2.59,0.0,clear-night
2014-01-01 03:00:00,1.153288887,0.137058888,0.083012777,0.011119444,0.089537222,0.010865,0.006261666000000001,0.041064445000000005,0.009692222,0.097447222,0.020066112,0.647163889,0.042738889,0.006050556,0.010738889,0.025949444000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.29,0.58,10.0,4.29,1024.31,8.25,0.0,269.0,0.0,3.29,0.0,clear-night
2014-01-01 04:00:00,1.164819442,0.149080556,0.07700333300000001,0.011129443999999999,0.08955555500000001,0.010937222,0.008888889,0.041283333,0.009739444,0.097614444,0.020170555,0.649416667,0.043008888999999995,0.0060744449999999995,0.010813333,0.026121111000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.37,0.6,10.0,5.12,1024.51,7.38,0.06,266.0,0.0,3.95,0.0,clear-night
2014-01-01 05:00:00,1.233052778,0.174347222,0.118454445,0.011167778,0.08842333299999999,0.010972222,0.0063083340000000005,0.041227221999999994,0.009756111000000001,0.094179444,0.020266667,0.65795,0.043071110999999995,0.006059999999999999,0.010816665999999999,0.026194445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.81,0.65,9.88,4.37,1024.83,7.47,0.0,261.0,0.0,5.11,0.0,clear-night
2014-01-01 06:00:00,1.944798334,0.926682778,0.098785,0.011863333,0.09354499999999999,0.011207778,0.006251111,0.041476666999999995,0.009756666,0.091301667,0.020419445,0.633508889,0.042652222,0.0058449999999999995,0.010537222,0.02627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.66,9.9,3.9,1025.59,7.43,0.0,253.0,0.0,5.28,0.0,clear-night
2014-01-01 07:00:00,2.2036405550000002,1.218627222,0.073351667,0.012135555,0.093764444,0.011219444,0.006202222,0.041626111,0.012153889000000001,0.092210556,0.020407222000000003,0.621942223,0.042177223,0.005737778000000001,0.01038,0.026059445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,0.67,9.95,4.45,1026.09,6.1,0.17,247.0,0.0,4.98,0.0,clear-night
2014-01-01 08:00:00,2.4852994429999997,1.1139311109999999,0.089763334,0.011997778,0.09469166600000001,0.010781665999999999,0.305781111,0.054135555,0.010976666999999999,0.102625,0.073409444,0.617206111,0.687608334,0.651154445,0.010714999999999999,0.025738889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.69,9.67,6.35,1026.79,5.14,0.0,253.0,0.0,6.18,0.0,clear-day
2014-01-01 09:00:00,2.5087238879999996,1.163663889,0.12049499999999999,0.011992777999999999,0.11651555499999999,0.010933889,0.24165277799999998,0.04946611099999999,0.024227222,0.102488889,0.055398332999999994,0.611889444,0.041598889,0.005573889,0.010215,0.02581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.05,0.7,8.97,11.24,1027.79,3.7,0.0,295.0,0.0,8.93,0.0,clear-day
2014-01-01 10:00:00,2.013752777,0.637497777,0.11762166599999999,0.100208889,0.114537223,0.059037777,0.006037222,0.024697778,0.071228889,0.098957778,0.17881777799999998,0.60511,0.09563222099999999,0.059187777,0.010931666,0.025512778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.29,0.65,9.29,7.31,1028.24,9.14,0.21,252.0,0.0,8.4,0.0,clear-day
2014-01-01 11:00:00,2.4539438870000003,0.114774445,0.09389888800000001,0.258632778,0.134763888,1.09911,0.005837778,0.026233888,0.008969444,0.08228944399999999,0.019655,0.6097783339999999,0.12019222299999999,0.080382778,0.014403334,0.025406111000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.68,0.57,10.0,10.2,1028.07,7.54,0.0,276.0,0.0,6.92,0.0,clear-day
2014-01-01 12:00:00,1.190517778,0.15737277700000002,0.085862777,0.011033333999999999,0.081726667,0.010728889,0.006365556,0.046347778,0.009579444,0.079788889,0.10994000000000001,0.5917716670000001,0.200895556,0.164456667,0.0106,0.025838889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.82,0.54,10.0,10.85,1027.53,8.53,0.0,270.0,0.0,6.69,0.0,clear-day
2014-01-01 13:00:00,1.251788331,0.225458889,0.084685,0.022035555,0.129235555,0.010723889,0.006133889,0.042022777,0.011385556,0.11033944400000001,0.019514444,0.5902533329999999,0.094204444,0.058485,0.010422221999999998,0.025297222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.61,0.52,10.0,12.0,1027.25,8.26,0.53,278.0,0.0,6.52,0.0,partly-cloudy-day
2014-01-01 14:00:00,2.598762225,0.893703334,0.098844445,0.30875111099999997,0.137856667,0.010451667000000001,0.005868333999999999,0.04074,0.37122444499999996,0.081631111,0.047064444999999996,0.602626666,0.042781667,0.006056111,0.010987778,0.025737778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.63,0.51,9.56,11.84,1027.15,8.53,,277.0,0.0,6.48,0.0,clear-day
2014-01-01 15:00:00,2.8496705550000003,1.1725761110000001,0.163246112,0.138602777,0.126895555,0.010282222,0.005935555,0.051846667,0.293127778,0.072182778,0.221558333,0.593416667,0.042632777999999996,0.006156666999999999,0.011137222,0.025338889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.74,0.52,10.0,13.65,1027.4,6.39,,289.0,0.0,6.97,0.0,clear-day
2014-01-01 16:00:00,2.854496111,1.0961400000000001,0.179678889,0.16329944500000002,0.138154445,0.010165556,0.399558333,0.078547222,0.032132777,0.076695,0.114473889,0.565650555,0.043320001,0.006339445,0.01154,0.025440556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.52,0.53,10.0,14.46,1027.78,5.28,0.75,294.0,0.0,6.89,0.0,partly-cloudy-day
2014-01-01 17:00:00,3.0452650009999997,1.1678538889999999,0.127048889,0.27407611099999996,0.099301667,0.010361667,0.502527222,0.079210556,0.011640555,0.078922778,0.10633777800000001,0.587983889,0.043228332999999994,0.006119444,0.011548889,0.02556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.73,0.57,10.0,12.71,1027.82,4.95,0.0,285.0,0.0,7.11,0.0,clear-night
2014-01-01 18:00:00,2.7082244429999998,0.581326666,0.124008889,0.01151,0.162958333,0.009623889,0.508967222,0.079991111,0.032141667,0.082057222,0.518662222,0.596977222,0.504280001,0.465671111,0.012928334,0.025680556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26,0.66,10.0,12.5,1027.98,3.08,0.0,305.0,0.0,7.87,0.0,clear-night
2014-01-01 19:00:00,2.247210554,0.248298334,0.09611,0.011290555,0.231789444,0.009564444,0.512395555,0.053761666,0.089152222,0.08028555600000001,0.33026611100000003,0.584296667,0.046819445,0.007265555999999999,0.013446111,0.026107777999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.69,10.0,16.5,1028.09,2.85,0.1,337.0,0.0,8.07,0.0,clear-night
2014-01-01 20:00:00,1.865374997,0.216096666,0.086979444,0.011232777999999999,0.24665111099999998,0.013483334,0.509466666,0.047956665999999995,0.009608333,0.106979444,0.020083889,0.596836666,0.045427778,0.006668334,0.012531667,0.026227777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.39,0.68,10.0,12.22,1028.43,3.33,0.0,328.0,0.0,8.59,0.0,clear-night
2014-01-01 21:00:00,1.5631533309999999,0.220463889,0.082614444,0.011281666,0.339991111,0.010913333,0.06860944499999999,0.047879444,0.033986111,0.10677777699999999,0.046532222,0.594103889,0.043542222,0.005976667,0.011268333,0.026297222000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.34,0.74,9.74,16.34,1028.24,2.49,0.0,323.0,0.0,9.6,0.0,clear-night
2014-01-01 22:00:00,1.3672516670000001,0.314606111,0.099363889,0.011336111,0.147844445,0.011005000000000001,0.00622,0.047313333,0.009805,0.106809445,0.019926667000000002,0.5930216660000001,0.043065,0.006039445,0.010836110999999999,0.026189444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25,0.72,4.62,10.39,1028.35,4.48,0.62,43.0,0.0,9.67,0.0,partly-cloudy-night
2014-01-01 23:00:00,1.3703811110000002,0.32055388900000004,0.119081666,0.011321666,0.123156667,0.01099,0.006262778,0.042837778,0.009753333,0.093629445,0.020072778,0.6127211109999999,0.043237778,0.006050556,0.010861111,0.026326111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.04,0.74,4.75,17.04,1028.35,2.84,0.0,33.0,0.0,10.07,0.0,clear-night
2014-01-02 00:00:00,1.2922616670000002,0.268296666,0.117839444,0.011266667,0.092532223,0.010944445,0.006353888,0.041121111,0.009741112,0.09223999999999999,0.020056111,0.62187,0.043142222,0.0060788890000000005,0.010828332999999999,0.026235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.97,0.79,6.6,15.97,1027.63,1.74,0.0,318.0,0.0,10.59,0.0,clear-night
2014-01-02 01:00:00,1.290896112,0.297749445,0.088653334,0.011287776999999999,0.09033666700000001,0.010904445,0.007388334,0.041068889,0.009718333,0.091708333,0.019940555,0.6221399999999999,0.042785001,0.0060561109999999994,0.010732778,0.025996112000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.55,0.83,3.16,8.28,1026.66,4.58,1.0,20.0,0.0009,11.26,0.01,snow
2014-01-02 02:00:00,1.222598889,0.24379,0.07651111099999999,0.011203889000000002,0.091241111,0.010838334000000002,0.006301111,0.040891666,0.009650556,0.09003555499999999,0.019821667,0.622313889,0.042546666,0.006072778,0.010713332999999998,0.025760554999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,0.83,1.59,7.67,1026.45,4.38,,15.0,0.0071,10.71,0.35,snow
2014-01-02 03:00:00,1.0929866659999998,0.119032222,0.082320555,0.011145,0.091357778,0.010880556,0.006373334,0.041223889,0.009705,0.090943333,0.019923333,0.610081666,0.043221667,0.006176667,0.010945,0.026099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,0.86,1.45,14.51,1026.37,2.44,,13.0,0.0142,11.1,0.55,snow
2014-01-02 04:00:00,1.127612223,0.120987778,0.104257778,0.011167778,0.094976112,0.010972222,0.0064177769999999995,0.041696667,0.009769445,0.09522,0.020075000000000003,0.6120716660000001,0.043719446,0.006209445,0.011063889,0.026446112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.09,0.84,1.53,8.14,1025.76,3.52,,353.0,0.0049,10.11,0.21,snow
2014-01-02 05:00:00,1.210357777,0.180641111,0.11461111099999999,0.011236666,0.094578333,0.010995000000000001,0.006404445,0.041527223,0.009792222,0.096280555,0.020128333999999998,0.624162777,0.043546667,0.006146667,0.010976111,0.026423889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.14,0.83,1.55,5.41,1025.42,3.83,,334.0,0.0083,7.93,0.43,snow
2014-01-02 06:00:00,1.5024988879999999,0.5263877770000001,0.08174055599999999,0.011536111,0.069163889,0.011083889,0.0061972220000000005,0.041441667,0.009760555,0.096415,0.020102777000000002,0.628669445,0.232726667,0.006386667,0.010625556,0.215714444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08,0.84,1.31,4.39,1025.35,3.06,,351.0,0.0034,6.27,0.12,snow
2014-01-02 07:00:00,1.53228,0.458173889,0.075820555,0.011421111000000001,0.100419445,0.010940556,0.006136667,0.040242778,0.059657222,0.101459444,0.028073333000000002,0.639935,0.117176667,0.006162778000000001,0.010714999999999999,0.100298889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23,0.84,1.44,-2.8,1025.25,7.91,1.0,25.0,0.0141,5.38,0.55,snow
2014-01-02 08:00:00,1.9195038909999997,0.390867778,0.089769445,0.011358889,0.142739445,0.010198334,0.348056111,0.026817778,0.074563333,0.093576111,0.068048333,0.663508334,0.45626777799999996,0.345852778,0.011793889,0.09862111100000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.98,0.82,1.0,-3.52,1024.85,8.38,,29.0,0.0137,4.73,0.54,snow
2014-01-02 09:00:00,1.900637778,0.216389445,0.119122223,0.011186111,0.085727778,0.009925,0.154691111,0.027344444000000002,0.010310554999999999,0.081411666,0.5173761109999999,0.667153334,0.116373888,0.006955555,0.012008889,0.097409444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29,0.82,1.11,-5.18,1024.43,9.37,,28.0,0.0103,3.92,0.51,snow
