datetime,use_m2,FurnaceHRV_m2,CellarOutlets_m2,WashingMachine_m2,FridgeRange_m2,DisposalDishwasher_m2,KitchenLights_m2,BedroomOutlets_m2,BedroomLights_m2,MasterOutlets_m2,MasterLights_m2,DuctHeaterHRV_m2,use_m3,ElectricRange_m3,Dryer_m3,GarageMudroomLights_m3,DiningRoomOutlets_m3,MudroomOutlets_m3,MasterBathOutlets_m3,GarageOutlets_m3,BasementOutdoorOutlets_m3,use_m4,KitchenDenLights_m4,MasterBedBathLights_m4,MasterOutlets_m4,DenOutdoorLights_m4,DenOutlets_m4,RearBasementLights_m4,KitchenOutletsEast_m4,KitchenOutletsSouth_m4,DishwasherDisposalSinkLight_m4,Refrigerator_m4,Microwave_m4,OfficeLights_m4,temperature,humidity,visibility,apparenttemperature,pressure,windspeed,cloudcover,windbearing,precipintensity,dewpoint,precipprobability,icon
2015-01-01 00:00:00,0.4044877770000001,0.181528889,0.076161111,0.000159444,0.000128889,0.00010333400000000001,3.2222e-05,0.022753888,0.009463334,0.025929444,0.017945,0.070282222,0.002813889,0.000105,0.000327222,0.002381667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.74,9.89,2.73,1018.62,7.24,0.0,206.0,0.0,6.52,0.0,clear-night
2015-01-01 01:00:00,1.091837778,0.833705556,0.111035556,0.001811111,0.000287777,0.000186667,3.8889e-05,0.022783889,0.009550556,0.025878333,0.018205,0.068354444,0.003693889,0.000243889,0.000643889,0.002806111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.41,0.71,10.0,7.05,1017.65,5.47,0.22,199.0,0.0,7.74,0.0,clear-night
2015-01-01 02:00:00,1.487568335,1.2183516669999999,0.12229277799999999,0.002956667,0.000389445,0.000246111,4.111100000000001e-05,0.022664445,0.009583889000000002,0.025811667,0.018262222,0.06696833299999999,0.004202222,0.000328889,0.000833889,0.003039444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.93,0.67,9.97,8.77,1017.18,5.53,0.18,204.0,0.0,7.77,0.0,clear-night
2015-01-01 03:00:00,1.5224205540000002,1.277648889,0.09950722199999999,0.0031133330000000002,0.000408889,0.00026000000000000003,3.8888e-05,0.022711111,0.009587222,0.025711667,0.018228333,0.065205,0.004265,0.000343889,0.0008644449999999999,0.003056666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.04,0.57,9.97,10.78,1016.63,6.02,0.21,253.0,0.0,6.42,0.0,clear-night
2015-01-01 04:00:00,1.3586127759999997,1.1218916669999999,0.089752777,0.0026566669999999997,0.000368334,0.00023666600000000001,3.7777e-05,0.022696665999999997,0.009588889,0.025745556,0.018217777,0.06742000000000001,0.004063333,0.00030166700000000004,0.000787222,0.0029744439999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.32,0.55,9.94,9.85,1016.33,6.09,0.05,255.0,0.0,4.84,0.0,clear-night
2015-01-01 05:00:00,0.7083111099999999,0.472652222,0.088456667,0.000886111,0.00020333299999999999,0.000146666,3.4444e-05,0.022891667,0.009574444,0.026213888999999997,0.018211667,0.06904,0.003217777,0.000165,0.000468888,0.002583889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.64,0.54,9.94,9.04,1016.72,7.41,0.06,243.0,0.0,4.65,0.0,clear-night
2015-01-01 06:00:00,0.42149666499999994,0.178013888,0.096680555,0.000192223,0.00012722299999999998,0.000102778,3.1667e-05,0.023091110999999997,0.009545555,0.026353888,0.018151666,0.069206111,0.002812222,0.000101667,0.000321111,0.002389444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.14,0.55,9.97,9.53,1017.23,6.2,0.03,249.0,0.0,4.62,0.0,clear-night
2015-01-01 07:00:00,0.449894445,0.18516944400000002,0.117970555,0.000162223,0.000128334,0.00010222200000000001,3.2222e-05,0.023146667000000003,0.00954,0.026395000000000002,0.018155,0.069092778,0.00281,0.000101111,0.000322778,0.002386111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.36,0.54,9.98,10.29,1017.35,5.7,0.22,258.0,0.0,4.69,0.0,clear-night
2015-01-01 08:00:00,0.511493329,0.263196666,0.10217277699999999,0.000232778,0.000146666,0.000111111,3.3333e-05,0.023125555,0.009564444,0.026387777,0.018142222,0.06838,0.002913334,0.00011277800000000001,0.000361111,0.002439445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31,0.54,10.0,14.68,1017.67,3.17,0.05,266.0,0.0,5.31,0.0,clear-day
2015-01-01 09:00:00,0.649902778,0.419015,0.085109445,0.000710556,0.000187778,0.000134444,3.3889e-05,0.022599444,0.009534999999999998,0.026057221999999998,0.018056111,0.068463889,0.003112779,0.000146667,0.000436667,0.002529445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0.48,10.0,22.3,1017.64,2.76,0.16,269.0,0.0,5.48,0.0,clear-day
